web_scraper_order,web_scraper_start_url,container_links,details,prix,adresse,image_lien
"1771532226-79","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cop-brahma-1812172","Brahma à vendre race pure bonne santé .","40 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1812172_uploaded_image1_1584528622.9.png)"
"1771532229-80","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-1831098","Pigeon voyageur","13 000 CFA","Dakar-Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1831098_uploaded_image1_1584866026.02.png)"
"1771532233-81","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-1831100","Pigeon voyageur","13 000 CFA","Dakar-Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1831100_uploaded_image1_1584866055.19.png)"
"1771532236-82","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-1842198","Avez vous besoin de poulet appelez nous.     
Distributeur de poulets de chairs faites vos commandes","3 000 CFA","Rufisque, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1842198_uploaded_image1_1585068914.59.png)"
"1771532239-83","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-mondain-boulan-1856511","De beaux pigeons mondains boulans ou métisses disponibles en quantité et en qualité","Prix sur demande","Louga, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1856511_uploaded_image1_1585321343.73.png)"
"1771532242-84","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-1888745","Des poulet de chair de bonne qualité disponible","2 500 CFA","Keur Massar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1888745_uploaded_image1_1585919292.3.png)"
"1771532272-85","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-paon-1890068","","40 000 CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1890068_uploaded_image1_1585932988.65.png)"
"1771532277-86","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-1890093","","30 000 CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1890093_uploaded_image1_1585933267.84.png)"
"1771532280-87","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-laor-1890181","","40 000 CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1890181_uploaded_image1_1585934252.04.png)"
"1771532284-88","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-king-1890193","","35 000 CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1890193_uploaded_image1_1585934383.75.png)"
"1771532291-89","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-1907954","","3 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1907954_uploaded_image1_1586270049.67.png)"
"1771532309-90","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-1963021","1kg700 a 1kg900 et frais de livraison","2 400 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1963021_uploaded_image1_1587139946.35.jpeg)"
"1771532314-91","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-1963033","1kg700 a 1kg900","2 400 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1963033_uploaded_image1_1587140018.16.jpeg)"
"1771532318-92","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-nes-le-8-avril-1971696","Je vends des poussins de chair nés le 8 avril j'en ai environ 350
et 10 poussins bleu de hollande à 950 fcfa","650 CFA","Saly, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1971696_uploaded_image1_1587287294.47.jpeg)"
"1771532323-93","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-brahman-1975396","Couple brahman adulte de 7 mois contactez-moi","Prix sur demande","Keur Massar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1975396_uploaded_image1_1587342507.59.jpeg)"
"1771532327-94","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-de-chair-1988804","Nous vous proposons des poulets de bonne qualité à partir de 2500 F ( prix au détail )
Vente en gros possible","2 500 CFA","Dieuppeul-Derklé, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1988804_uploaded_image1_1587553659.jpg)"
"1771532330-95","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-brahman-colombia-1990096","Poussins de brahman colombia de 3 semaines disponible
Venez vite","Prix sur demande","Keur Massar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1990096_uploaded_image1_1587571540.jpg)"
"1771532334-96","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-1992182","Pigeon rouge","35 000 CFA","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1992182_uploaded_image1_1587592805.jpg)"
"1771532337-97","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-laor-1995115","A vendre","50 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1995115_uploaded_image1_1587645382.jpg)"
"1771532341-98","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-1995134","","50 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1995134_uploaded_image1_1587645507.jpg)"
"1771532345-99","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-laor-1995183","","50 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1995183_uploaded_image1_1587645917.jpg)"
"1771532349-100","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-laor-1995210","","50 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1995210_uploaded_image1_1587646147.jpg)"
"1771532353-101","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/oie-1997244","2 mois","35 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1997244_uploaded_image1_1587667066.jpg)"
"1771532357-102","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-2001942","Pour plus d'information appelez moi ou whatsapp possibilité de livraison","3 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2001942_uploaded_image2_1587735661.98.jpeg)"
"1771532385-103","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-a-vendre-et-oeufs-2002375","Je vends des poulets sur pieds et des œufs à 1500FCFA  si vous passez récupérer votre commande, 1600 si c'est moi qui vous l'amène.","2 200 CFA","Keur Massar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2002375_uploaded_image1_1587741273.jpg)"
"1771532390-104","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-2021584","","4 200 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2021584_uploaded_image1_1588073587.jpg)"
"1771532403-105","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-male-2172605","Je veux des poulets de bonne qualité à un prix raisonnable","2 200 CFA","Keur Massar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2172605_uploaded_image1_1590453736.jpg)"
"1771532416-106","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-2221541","Nous vendons des lapins et lapereaux de toutes races à des prix incontournables","20 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2221541_uploaded_image1_1591196081.jpg)"
"1771532420-107","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-angora-francaise-2223516","Je vends des lapins race blanche angora française de 52 jours 
à des prix imbattables","15 000 CFA","HLM, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2223516_uploaded_image1_1591222379.jpg)"
"1771532423-108","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-2229912","Je vends des lapins de races blanches angora française âgées de 52 jours à des prix imbattables.
n'hésitez pas à passer votre commande avec la possibilité d'une livraison à domicile","15 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2229912_uploaded_image1_1591309427.jpg)"
"1771532427-109","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-brahmane-2257183","","12 500 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2257183_uploaded_image1_1591743270.jpg)"
"1771532430-110","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-brahmane-2257189","","12 500 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2257189_uploaded_image1_1591743386.jpg)"
"1771532433-111","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/jeunes-males-brahman-2258568","Trois jeunes males brahman à céder 
faîtes vite","Prix sur demande","Keur Massar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2258568_uploaded_image1_1591778766.jpg)"
"1771532437-112","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-bramane-productrice-2263150","Couple bramane productrice","65 000 CFA","Rufisque, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2263150_uploaded_image1_1591826889.jpg)"
"1771532440-113","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/culbita-rakovni-2270078","Culbita rakovni","40 000 CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2270078_uploaded_image1_1591913628.5.jpeg)"
"1771532443-114","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cochin-coucou-2283626","","40 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2283626_uploaded_image1_1592152112.jpg)"
"1771532447-115","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cochin-2283654","Coucou","40 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2283654_uploaded_image1_1592152413.jpg)"
"1771532450-116","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-2284382","Cochin coucou 2 mois","40 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2284382_uploaded_image1_1592163164.jpg)"
"1771532453-117","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-2284393","Cochin coucou  2mois","40 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2284393_uploaded_image1_1592163359.jpg)"
"1771532457-118","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-2289615","","3 000 CFA","Mbour, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2289615_uploaded_image1_1592241607.jpg)"
"1771532460-119","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-lapereaux-2297368","Nous vendons des lapins et lapereaux de toutes races à des prix incontournables .
votre satisfaction,notre priorité.!","20 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2297368_uploaded_image1_1592352689.jpg)"
"1771532464-120","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cauchoix-pair-2321095","","70 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2321095_uploaded_image1_1592725829.jpg)"
"1771532467-121","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-2321099","Linsse pair","60 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2321099_uploaded_image1_1592725966.jpg)"
"1771532474-122","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-brahmane-blanc-2321103","","10 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2321103_uploaded_image1_1592726101.jpg)"
"1771532477-123","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/paon-pigeon-2323541","","35 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2323541_uploaded_image1_1592764212.jpg)"
"1771532481-124","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-2323545","Lince","70 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2323545_uploaded_image1_1592764300.jpg)"
"1771532484-125","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lince-2323612","Lince","70 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2323612_uploaded_image1_1592765525.jpg)"
